date,interest,isPartial
2005-12-05,20.790000000000003,False
2005-12-06,9.9,False
2005-12-07,19.470000000000002,False
2005-12-08,13.860000000000001,False
2005-12-09,16.17,False
2005-12-10,14.850000000000001,False
2005-12-11,9.57,False
2005-12-12,14.520000000000001,False
2005-12-13,17.490000000000002,False
2005-12-14,18.150000000000002,False
2005-12-15,29.040000000000003,False
2005-12-16,10.89,False
2005-12-17,15.180000000000001,False
2005-12-18,12.540000000000001,False
2005-12-19,15.180000000000001,False
2005-12-20,11.88,False
2005-12-21,14.190000000000001,False
2005-12-22,11.22,False
2005-12-23,33.0,False
2005-12-24,12.21,False
2005-12-25,6.930000000000001,False
2005-12-26,7.260000000000001,False
2005-12-27,5.94,False
2005-12-28,17.490000000000002,False
2005-12-29,17.490000000000002,False
2005-12-30,10.89,False
2005-12-31,29.040000000000003,False
2006-01-01,16.400000000000002,False
2006-01-02,10.8,False
2006-01-03,30.0,False
2006-01-04,30.8,False
2006-01-05,33.6,False
2006-01-06,38.400000000000006,False
2006-01-07,22.0,False
2006-01-08,12.8,False
2006-01-09,14.8,False
2006-01-10,40.0,False
2006-01-11,34.0,False
2006-01-12,25.6,False
2006-01-13,31.200000000000003,False
2006-01-14,18.400000000000002,False
2006-01-15,0.0,False
2006-01-16,20.8,False
2006-01-17,18.400000000000002,False
2006-01-18,32.800000000000004,False
2006-01-19,22.8,False
2006-01-20,28.400000000000002,False
2006-01-21,9.200000000000001,False
2006-01-22,24.0,False
2006-01-23,26.0,False
2006-01-24,16.0,False
2006-01-25,24.400000000000002,False
2006-01-26,31.6,False
2006-01-27,19.6,False
2006-01-28,12.0,False
2006-01-29,8.8,False
2006-01-30,20.400000000000002,False
2006-01-31,26.400000000000002,False
2006-02-01,27.9,False
2006-02-02,30.0,False
2006-02-03,9.299999999999999,False
2006-02-04,10.2,False
2006-02-05,14.7,False
2006-02-06,18.599999999999998,False
2006-02-07,21.599999999999998,False
2006-02-08,23.4,False
2006-02-09,13.5,False
2006-02-10,25.5,False
2006-02-11,12.6,False
2006-02-12,9.6,False
2006-02-13,8.1,False
2006-02-14,23.7,False
2006-02-15,13.5,False
2006-02-16,17.099999999999998,False
2006-02-17,10.799999999999999,False
2006-02-18,9.9,False
2006-02-19,24.3,False
2006-02-20,16.8,False
2006-02-21,18.3,False
2006-02-22,25.2,False
2006-02-23,17.099999999999998,False
2006-02-24,14.399999999999999,False
2006-02-25,15.899999999999999,False
2006-02-26,22.5,False
2006-02-27,18.599999999999998,False
2006-02-28,30.0,False
2006-03-01,27.9,False
2006-03-02,21.9,False
2006-03-03,26.099999999999998,False
2006-03-04,9.0,False
2006-03-05,4.5,False
2006-03-06,17.7,False
2006-03-07,15.0,False
2006-03-08,9.0,False
2006-03-09,3.0,False
2006-03-10,12.9,False
2006-03-11,0.0,False
2006-03-12,0.0,False
2006-03-13,15.299999999999999,False
2006-03-14,15.0,False
2006-03-15,18.3,False
2006-03-16,9.299999999999999,False
2006-03-17,3.3,False
2006-03-18,0.0,False
2006-03-19,8.7,False
2006-03-20,9.0,False
2006-03-21,9.0,False
2006-03-22,27.0,False
2006-03-23,21.0,False
2006-03-24,22.5,False
2006-03-25,4.5,False
2006-03-26,13.2,False
2006-03-27,17.4,False
2006-03-28,26.4,False
2006-03-29,30.0,False
2006-03-30,9.299999999999999,False
2006-03-31,9.9,False
2006-04-01,14.399999999999999,False
2006-04-02,11.4,False
2006-04-03,18.9,False
2006-04-04,24.9,False
2006-04-05,21.3,False
2006-04-06,15.899999999999999,False
2006-04-07,27.3,False
2006-04-08,11.7,False
2006-04-09,14.399999999999999,False
2006-04-10,22.8,False
2006-04-11,25.2,False
2006-04-12,30.0,False
2006-04-13,19.5,False
2006-04-14,20.099999999999998,False
2006-04-15,21.9,False
2006-04-16,22.2,False
2006-04-17,11.1,False
2006-04-18,9.6,False
2006-04-19,21.0,False
2006-04-20,17.099999999999998,False
2006-04-21,16.8,False
2006-04-22,17.4,False
2006-04-23,8.4,False
2006-04-24,20.7,False
2006-04-25,21.0,False
2006-04-26,26.099999999999998,False
2006-04-27,21.0,False
2006-04-28,18.3,False
2006-04-29,8.7,False
2006-04-30,20.099999999999998,False
2006-05-01,15.34,False
2006-05-02,11.700000000000001,False
2006-05-03,7.800000000000001,False
2006-05-04,12.22,False
2006-05-05,7.28,False
2006-05-06,15.860000000000001,False
2006-05-07,7.800000000000001,False
2006-05-08,8.84,False
2006-05-09,8.58,False
2006-05-10,12.74,False
2006-05-11,13.0,False
2006-05-12,5.46,False
2006-05-13,7.800000000000001,False
2006-05-14,7.800000000000001,False
2006-05-15,26.0,False
2006-05-16,11.18,False
2006-05-17,11.18,False
2006-05-18,14.040000000000001,False
2006-05-19,13.52,False
2006-05-20,11.700000000000001,False
2006-05-21,18.72,False
2006-05-22,25.740000000000002,False
2006-05-23,14.82,False
2006-05-24,11.440000000000001,False
2006-05-25,6.76,False
2006-05-26,8.58,False
2006-05-27,5.98,False
2006-05-28,3.9000000000000004,False
2006-05-29,4.16,False
2006-05-30,12.48,False
2006-05-31,12.74,False
2006-06-01,24.0,False
2006-06-02,10.08,False
2006-06-03,18.48,False
2006-06-04,0.0,False
2006-06-05,12.24,False
2006-06-06,23.04,False
2006-06-07,20.64,False
2006-06-08,2.88,False
2006-06-09,16.08,False
2006-06-10,14.16,False
2006-06-11,18.72,False
2006-06-12,14.879999999999999,False
2006-06-13,20.64,False
2006-06-14,9.12,False
2006-06-15,22.08,False
2006-06-16,19.919999999999998,False
2006-06-17,14.399999999999999,False
2006-06-18,0.0,False
2006-06-19,11.76,False
2006-06-20,11.76,False
2006-06-21,14.879999999999999,False
2006-06-22,6.0,False
2006-06-23,0.0,False
2006-06-24,14.16,False
2006-06-25,9.12,False
2006-06-26,5.76,False
2006-06-27,5.76,False
2006-06-28,17.759999999999998,False
2006-06-29,18.72,False
2006-06-30,6.72,False
2006-07-01,5.98,False
2006-07-02,3.91,False
2006-07-03,12.65,False
2006-07-04,5.5200000000000005,False
2006-07-05,8.74,False
2006-07-06,8.51,False
2006-07-07,7.82,False
2006-07-08,9.200000000000001,False
2006-07-09,11.270000000000001,False
2006-07-10,9.43,False
2006-07-11,12.88,False
2006-07-12,10.81,False
2006-07-13,13.57,False
2006-07-14,9.43,False
2006-07-15,3.91,False
2006-07-16,23.0,False
2006-07-17,14.49,False
2006-07-18,7.13,False
2006-07-19,14.49,False
2006-07-20,17.48,False
2006-07-21,11.73,False
2006-07-22,3.68,False
2006-07-23,5.5200000000000005,False
2006-07-24,8.280000000000001,False
2006-07-25,10.81,False
2006-07-26,9.66,False
2006-07-27,12.190000000000001,False
2006-07-28,14.26,False
2006-07-29,7.590000000000001,False
2006-07-30,3.68,False
2006-07-31,15.41,False
2006-08-01,7.800000000000001,False
2006-08-02,12.74,False
2006-08-03,5.2,False
2006-08-04,11.18,False
2006-08-05,7.800000000000001,False
2006-08-06,0.0,False
2006-08-07,26.0,False
2006-08-08,5.2,False
2006-08-09,10.14,False
2006-08-10,13.0,False
2006-08-11,11.18,False
2006-08-12,11.700000000000001,False
2006-08-13,23.14,False
2006-08-14,2.6,False
2006-08-15,21.32,False
2006-08-16,15.600000000000001,False
2006-08-17,13.26,False
2006-08-18,19.240000000000002,False
2006-08-19,3.9000000000000004,False
2006-08-20,11.18,False
2006-08-21,19.76,False
2006-08-22,12.22,False
2006-08-23,19.5,False
2006-08-24,17.42,False
2006-08-25,5.2,False
2006-08-26,3.64,False
2006-08-27,14.3,False
2006-08-28,2.34,False
2006-08-29,6.76,False
2006-08-30,14.3,False
2006-08-31,14.56,False
2006-09-01,7.92,False
2006-09-02,7.7,False
2006-09-03,5.94,False
2006-09-04,3.3,False
2006-09-05,14.96,False
2006-09-06,12.32,False
2006-09-07,10.34,False
2006-09-08,3.3,False
2006-09-09,4.4,False
2006-09-10,5.94,False
2006-09-11,16.72,False
2006-09-12,13.64,False
2006-09-13,7.92,False
2006-09-14,22.0,False
2006-09-15,9.68,False
2006-09-16,11.66,False
2006-09-17,5.72,False
2006-09-18,9.68,False
2006-09-19,13.42,False
2006-09-20,11.66,False
2006-09-21,6.82,False
2006-09-22,7.48,False
2006-09-23,5.72,False
2006-09-24,5.5,False
2006-09-25,10.34,False
2006-09-26,8.58,False
2006-09-27,18.26,False
2006-09-28,7.92,False
2006-09-29,9.46,False
2006-09-30,4.18,False
2006-10-01,7.4399999999999995,False
2006-10-02,17.04,False
2006-10-03,12.959999999999999,False
