"RTB Average Monthly Rent Report (Euro) by Property Type, Number of"
"Bedrooms, Location and Year"

" "," "," ","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Detached house"
" ","One bed"
" "," ","Cork Street, Dublin 8",1242.96,1118.31,990.60,943.20,952.08,1002.70,1075.33,1096.05,1175.27,1278.81,1370.95
" "," ","Dolphins Barn, Dublin 8",0.00,1061.59,952.70,904.48,894.26,875.12,0.00,0.00,1136.18,0.00,0.00
" "," ","Inchicore, Dublin 8",1166.23,1077.62,967.15,906.70,901.78,924.94,1027.67,1117.17,1209.75,1305.62,1362.11
" "," ","Islandbridge, Dublin 8",1126.10,1055.02,965.83,1013.51,1071.31,1153.45,1254.12,1400.43,1531.77,1694.40,1798.88
" "," ","Kilmainham , Dublin 8",1187.27,1093.23,1005.68,961.92,944.12,996.96,1078.49,1169.68,1274.00,1372.90,1488.55
" "," ","Portobello, Dublin 8",1057.60,968.78,909.31,878.03,860.22,909.98,1003.44,1052.98,1179.11,1337.81,1396.95
" "," ","Rialto, Dublin 8",1152.68,1016.56,900.10,885.34,891.75,938.15,1018.44,1100.23,1168.53,1268.05,1345.91
" "," ","South Circular Road, Dublin 8",963.84,983.47,892.69,802.48,734.23,803.83,869.81,948.37,1052.52,1120.30,1274.81
" "," ","The Coombe, Dublin 8",0.00,1070.54,931.40,902.77,931.17,961.03,1119.05,1177.73,1224.45,1268.20,1469.10
" "," ","Dublin 9",1196.91,1093.14,975.13,932.87,957.41,1058.55,1187.47,1295.54,1338.63,1379.01,1476.81
" "," ","Ballymun, Dublin 9",1083.75,939.97,801.31,773.60,771.21,775.62,846.40,984.73,1064.62,1144.49,1271.89
" "," ","Beaumont, Dublin 9",1265.61,1132.64,984.58,944.15,962.89,1006.27,1070.77,1171.93,1268.65,1390.04,1519.37
" "," ","Drumcondra, Dublin 9",1182.26,1093.99,1000.25,963.06,980.02,1039.49,1119.81,1226.38,1303.83,1401.39,1521.29
" "," ","Glasnevin, Dublin 9",1072.70,1020.94,965.38,925.88,944.65,1402.20,1457.79,1185.45,1292.54,1385.59,1467.53
" "," ","Santry, Dublin 9",1192.18,1097.15,952.31,891.71,928.21,1005.68,1104.02,1228.43,1340.46,1355.28,1437.37
" "," ","Whitehall, Dublin 9",1359.11,1093.08,972.15,1000.28,1049.61,1042.00,1154.74,1227.78,1314.93,1442.81,1449.66
" "," ","Dublin 10",1119.04,1036.11,924.46,867.09,870.94,890.01,917.09,971.48,1043.64,1125.02,1244.18
" "," ","Ballyfermot, Dublin 10",1149.88,1052.16,947.33,904.10,901.09,902.95,913.21,967.28,1030.98,1115.50,1231.00
" "," ","Cherry Orchard, Dublin 10",0.00,981.54,866.35,814.13,836.52,838.09,905.09,951.41,1009.25,1117.47,1252.03
" "," ","Dublin 11",1166.02,1053.74,942.29,895.62,904.14,923.84,991.53,1078.24,1169.56,1246.09,1360.17
" "," ","Ballymun, Dublin 11",1053.47,921.75,804.45,774.31,791.60,813.21,861.91,943.40,1035.72,1122.09,1234.46
" "," ","Finglas, Dublin 11",1164.93,1057.28,946.40,894.35,890.23,912.65,978.15,1066.73,1163.50,1240.09,1359.59
" "," ","Glasnevin, Dublin 11",1278.80,1157.89,1033.95,983.16,994.70,1020.60,1114.89,1191.01,1289.23,1336.91,1445.31
" "," ","Meakstown, Dublin 11",1225.08,1113.18,1012.64,948.95,927.59,929.96,957.48,1023.42,1095.43,1174.56,1242.62
" "," ","St Margarets Road, Dublin 11",1121.14,1060.04,976.63,937.96,950.14,965.15,1028.37,1120.85,1187.62,1234.11,1358.71
" "," ","Dublin 12",1252.03,1132.96,1003.52,960.45,958.41,984.12,1054.26,1143.43,1238.56,1317.17,1393.09
" "," ","Crumlin, Dublin 12",1203.20,1080.49,964.45,934.39,940.50,942.01,999.09,1115.34,1214.22,1276.47,1355.48
" "," ","Drimnagh, Dublin 12",1317.26,1198.38,1037.11,986.03,985.00,1018.63,1101.78,1183.18,1302.99,1383.33,1413.47
" "," ","Kimmage, Dublin 12",1222.02,1130.43,991.53,942.88,955.65,1021.69,1114.89,1243.87,1358.74,1415.60,1521.92
" "," ","Walkinstown, Dublin 12",1249.65,1153.86,1073.58,1020.40,993.84,985.22,1055.84,1135.22,1173.52,1252.00,1383.85
" "," ","Dublin 13",1328.25,1188.01,1050.48,1033.03,1050.48,1085.93,1151.97,1244.68,1365.66,1493.25,1586.49
" "," ","Baldoyle, Dublin 13",1354.87,1201.83,1045.30,1006.41,1008.50,1052.59,1142.22,1249.95,1302.75,1392.72,1501.98
" "," ","Balgriffin, Dublin 13",0.00,1233.86,1051.60,1040.37,1087.89,1174.64,1267.48,1410.48,1575.29,1705.73,1779.64
" "," ","Clongriffin, Dublin 13",1232.37,1118.39,1010.61,962.89,983.48,1046.96,1094.96,1160.72,1263.83,1368.15,1434.77
" "," ","Donaghmede, Dublin 13",1252.33,1101.80,1008.82,981.81,992.87,994.09,1048.65,1115.76,1209.61,1322.73,1362.84
" "," ","Sutton, Dublin 13",1527.77,1387.55,1225.26,1259.70,1289.97,1260.98,1354.37,1478.09,1526.90,1605.40,1790.63
" "," ","Dublin 14",1542.14,1402.31,1262.23,1233.53,1263.70,1322.14,1426.41,1538.98,1660.27,1762.00,1860.39
" "," ","Churchtown, Dublin 14",1604.51,1468.17,1351.39,1285.54,1295.41,1342.98,1434.10,1518.72,1621.43,1747.38,1921.39
" "," ","Clonskeagh, Dublin 14",1671.97,1553.54,1396.25,1324.40,1417.29,1488.28,1628.66,1779.99,1911.27,1945.31,2057.92
" "," ","Dundrum, Dublin 14",1509.00,1363.54,1201.66,1178.39,1194.16,1255.80,1383.67,1473.99,1580.49,1731.02,1820.18
" "," ","Goatstown, Dublin 14",1742.93,1618.61,1479.39,1457.61,1474.12,1556.92,1712.66,1775.81,1897.42,2032.51,2105.32
" "," ","Rathfarnham, Dublin 14",1407.53,1270.99,1162.87,1131.31,1148.22,1203.06,1296.81,1415.00,1556.36,1654.49,1719.81
" "," ","Dublin 15",1238.88,1122.56,1000.16,956.22,954.66,984.60,1058.97,1157.84,1246.81,1331.81,1435.54
" "," ","Ashtown, Dublin 15",1249.39,1107.93,993.52,957.25,956.88,992.17,1088.37,1194.80,1266.81,1364.54,1478.70
" "," ","Blanchardstown, Dublin 15",1172.99,1077.05,957.65,905.08,916.48,938.04,1002.76,1096.97,1185.06,1260.23,1333.08
" "," ","Carpenterstown, Dublin 15",1204.37,1116.38,1000.43,954.28,966.29,1006.58,1059.49,1181.72,1261.33,1351.41,1434.06
" "," ","Castleknock, Dublin 15",1329.85,1203.36,1071.51,1033.21,1041.29,1096.10,1188.12,1295.21,1399.77,1503.91,1592.33
" "," ","Clonee, Dublin 15",1181.75,1076.08,968.48,931.31,926.26,945.41,1006.83,1100.35,1179.60,1260.90,1350.54
" "," ","Clonsilla, Dublin 15",1236.80,1123.53,1007.79,967.03,961.54,982.63,1045.36,1137.30,1217.33,1298.68,1497.25
" "," ","Coolmine, Dublin 15",1126.98,1025.96,978.96,955.00,934.34,946.14,1030.38,1104.72,1178.16,1186.58,1277.98
" "," ","Mulhuddart, Dublin 15",1119.68,1029.49,934.71,888.08,859.09,855.28,906.95,958.14,1042.42,1120.01,1207.75
" "," ","Ongar, Dublin 15",1150.68,1035.42,897.38,857.79,854.40,895.33,964.23,1044.34,1129.11,1206.83,1315.83
" "," ","Porterstown, Dublin 15",1160.30,1120.41,980.66,848.59,838.46,863.53,946.47,1087.50,1166.89,1238.20,1481.97
" "," ","Royal Canal Park, Dublin 15",1226.47,1104.75,988.00,944.32,942.65,992.89,1070.63,1166.35,1250.80,1311.66,1398.16
" "," ","Tyrrelstown, Dublin 15",1277.87,1116.59,978.76,939.73,954.21,964.40,1016.15,1125.24,1201.84,1279.18,1358.18
" "," ","Dublin 16",1433.64,1303.31,1174.81,1153.30,1153.64,1198.39,1288.43,1425.23,1548.38,1604.90,1727.66
" "," ","Ballinteer, Dublin 16",1450.18,1307.35,1182.80,1181.60,1209.50,1259.95,1365.29,1482.00,1582.68,1676.23,1769.43
" "," ","Dundrum, Dublin 16",1514.18,1397.62,1233.59,1208.27,1240.81,1288.31,1348.38,1662.81,1743.88,1762.95,1799.84
" "," ","Knocklyon, Dublin 16",1388.38,1266.55,1145.34,1104.33,1099.09,1163.11,1279.43,1366.00,1438.01,1520.55,1658.11
" "," ","Rathfarnham, Dublin 16",1423.89,1285.20,1150.76,1129.88,1136.67,1191.89,1283.75,1381.18,1506.39,1588.11,1713.11
" "," ","Sandyford, Dublin 16",1444.15,1305.99,1193.50,1150.24,1153.02,1149.93,1177.50,1206.93,1332.13,1476.56,1464.21
" "," ","Dublin 17",1264.62,1119.11,986.71,941.17,923.71,942.15,1006.56,1080.81,1145.25,1229.43,1349.67
" "," ","Malahide Road, Dublin 17",1278.54,1161.90,998.90,934.90,925.95,929.79,1021.77,1101.67,1167.90,1363.45,1605.93
" "," ","Northern Cross, Dublin 17",0.00,1030.61,988.76,964.48,894.71,918.94,953.37,0.00,0.00,1254.81,1333.31
" "," ","Dublin 18",1511.09,1343.17,1209.89,1184.68,1200.17,1242.79,1350.53,1464.61,1587.03,1704.78,1785.90
" "," ","Cabinteely, Dublin 18",1418.96,1299.43,1154.61,1119.06,1145.63,1187.72,1275.80,1366.86,1481.08,1596.28,1693.89
" "," ","Carrickmines, Dublin 18",1593.18,1340.74,1229.06,1202.06,1226.62,1266.30,1359.46,1415.79,1558.72,1669.86,1673.06
" "," ","Foxrock, Dublin 18",2140.45,1824.68,1720.48,1736.52,1779.49,1807.68,1910.54,2030.47,2113.20,2352.90,2503.18
" "," ","Leopardstown, Dublin 18",1595.68,1392.58,1267.14,1233.56,1245.36,1295.30,1418.53,1573.93,1723.35,1834.23,1947.79
" "," ","Sandyford, Dublin 18",1456.54,1293.18,1130.18,1111.50,1143.63,1196.85,1305.28,1423.10,1540.95,1637.83,1712.50
" "," ","Stepaside, Dublin 18",1420.41,1230.90,1108.04,1062.39,1099.58,1128.51,1215.90,1314.74,1441.25,1521.33,1591.81
" "," ","Dublin 20",1195.42,1095.33,975.63,930.67,922.76,958.94,1026.38,1113.28,1228.85,1310.17,1386.45
" "," ","Chapelizod, Dublin 20",1193.42,1080.17,937.65,905.07,910.73,950.40,1017.82,1111.78,1190.63,1271.09,1355.37
" "," ","Palmerstown, Dublin 20",1213.21,1124.98,1026.13,958.76,940.07,976.75,1041.08,1196.71,1288.05,1349.08,1400.87
" "," ","Clondalkin, Dublin 22",1135.40,1037.55,916.15,880.32,893.84,913.02,956.44,1027.59,1103.85,1179.56,1282.68
" "," ","Dublin 24",1200.89,1063.80,948.13,916.73,916.34,928.78,1005.19,1106.39,1172.76,1258.37,1339.86
" "," ","Ballycullen, Dublin 24",1304.91,1177.27,1058.43,1017.50,1037.06,1035.79,1093.81,1196.87,1298.76,1383.96,1447.66
" "," ","Citywest, Dublin 24",1209.86,1093.78,950.53,920.37,927.63,957.85,1027.56,1114.10,1205.56,1280.43,1390.15
" "," ","Firhouse, Dublin 24",1239.98,1150.52,1051.79,1057.98,1061.35,1039.14,1099.10,1184.93,1280.80,1336.91,1376.81
" "," ","Tallaght, Dublin 24",1176.79,1038.47,925.87,895.10,890.65,906.59,1000.85,1102.38,1159.02,1246.62,1316.03
" "," ","Galway",880.58,815.95,792.32,741.92,756.89,772.95,810.06,882.10,986.29,937.84,985.23
" "," ","Galway City",947.27,877.69,857.98,811.65,823.48,855.26,908.87,989.34,1123.46,1041.77,1106.89
" "," ","Athenry, Galway",704.70,645.90,582.15,559.26,559.40,573.46,593.19,639.32,685.48,749.28,841.78
" "," ","Ballinasloe, Galway",607.44,592.54,560.40,479.98,478.82,470.41,486.45,494.85,544.13,580.84,609.59
" "," ","Ballybane, Galway",820.67,719.75,702.81,763.39,761.57,775.33,834.51,843.94,962.92,909.77,942.22
" "," ","Ballybrit, Galway",866.09,669.04,649.90,619.41,613.70,635.48,661.90,840.29,954.35,1047.30,1162.43
" "," ","Barna, Galway",1042.98,951.14,834.23,815.34,835.59,849.45,876.94,927.84,1021.11,1141.56,1230.05
" "," ","Bohermore, Galway",983.91,920.95,869.07,830.64,841.87,883.10,960.41,974.44,1037.23,1021.67,1171.56
" "," ","Claregalway, Galway",779.39,743.09,679.96,674.08,667.38,662.03,675.64,744.04,767.14,870.50,929.52
" "," ","Clifden, Galway",608.72,590.97,552.75,505.26,488.63,496.76,488.12,519.67,535.69,574.95,605.52
" "," ","Doughiska, Galway",839.97,772.66,718.63,709.97,712.53,712.10,738.88,785.63,863.19,942.40,1006.30
" "," ","Gort, Galway",1020.49,929.28,872.03,870.65,881.82,1260.95,1229.18,2263.11,2612.34,749.03,769.38
" "," ","Headford, Galway",1136.27,1003.85,959.37,758.21,1032.96,1019.20,864.53,978.32,1179.20,1129.79,1013.87
" "," ","Knocknacarra, Galway",870.06,816.67,752.62,752.63,771.60,780.19,818.31,859.97,930.39,1004.30,1060.64
" "," ","Loughrea, Galway",642.54,567.56,503.54,482.39,486.10,480.20,492.53,564.35,635.63,673.00,721.08
" "," ","Mervue, Galway",984.81,936.65,1632.22,0.00,0.00,0.00,0.00,976.76,0.00,0.00,0.00
" "," ","Monivea, Galway",0.00,0.00,0.00,0.00,0.00,692.90,708.09,0.00,0.00,0.00,0.00
" "," ","Moycullen, Galway",721.73,711.07,676.17,655.21,648.82,681.56,665.03,699.50,841.75,899.45,926.10
" "," ","Newcastle, Galway",1044.38,987.44,968.90,898.48,972.22,1017.48,1092.65,1077.40,1150.88,1141.67,1241.42
" "," ","Oranmore, Galway",858.76,785.62,736.19,712.90,709.79,712.09,733.22,796.91,851.15,910.98,982.12
" "," ","Oughterard, Galway",668.09,628.21,595.96,592.71,599.32,576.07,597.79,611.94,625.91,658.71,715.28
" "," ","Portumna, Galway",627.52,551.13,495.95,485.54,425.48,419.28,411.13,431.70,453.79,482.79,524.77
" "," ","Rahoon, Galway",903.40,855.71,808.85,783.03,806.83,819.84,822.17,886.04,937.53,961.84,1044.06
" "," ","Renmore, Galway",724.59,774.72,746.84,719.95,710.21,732.90,775.21,823.20,873.02,986.22,1075.76
" "," ","Roscam, Galway",941.03,905.67,830.95,818.67,828.96,826.25,860.85,905.01,1003.94,1079.65,1148.92
" "," ","Salthill, Galway",927.28,868.45,813.53,796.97,808.48,821.66,840.01,900.26,984.21,1022.39,1080.76
" "," ","Tuam, Galway",665.71,662.15,571.10,551.56,538.19,536.56,543.29,581.75,616.34,675.76,740.41
" "," ","Wellpark, Galway",943.78,878.79,816.51,824.59,816.78,846.46,846.92,860.76,986.38,1012.36,1045.18
" "," ","Woodquay, Galway",1138.86,1028.93,910.15,908.09,866.27,891.71,953.06,1019.45,1100.43,1253.18,1344.53
" "," ","Kerry",679.40,651.63,590.72,558.69,565.37,559.15,558.69,628.07,615.01,643.48,669.87
" "," ","Castleisland, Kerry",659.26,655.56,553.31,499.10,520.65,502.98,529.20,529.34,524.81,550.88,598.46
" "," ","Dingle, Kerry",751.95,662.84,538.41,493.69,497.51,480.45,657.22,707.66,751.16,825.07,930.87
" "," ","Kenmare, Kerry",772.78,637.96,534.83,504.62,473.85,470.73,510.60,553.66,626.70,689.28,741.41
" "," ","Killarney, Kerry",799.14,745.91,656.03,614.72,598.96,609.34,635.03,676.60,708.45,744.96,789.65
" "," ","Killorglin, Kerry",651.16,672.50,621.62,544.41,493.95,503.41,519.37,527.63,577.20,597.03,622.38
" "," ","Listowel, Kerry",649.98,574.84,551.34,511.85,472.03,470.47,504.34,515.79,523.15,552.23,557.84
" "," ","Tralee, Kerry",655.32,642.87,578.90,558.46,598.96,588.65,552.65,671.65,606.34,631.15,641.72
" "," ","Kildare",1014.96,922.50,824.46,789.13,779.79,789.84,844.79,921.90,997.77,1064.75,1122.27
" "," ","Kildare Town",860.04,784.53,718.76,690.27,658.12,664.12,703.37,755.78,815.22,909.69,984.16
" "," ","Athy, Kildare",717.46,675.09,621.64,620.26,611.46,562.85,574.85,605.57,659.98,717.48,791.82
" "," ","Castledermot, Kildare",766.25,718.75,639.06,593.08,573.14,576.90,596.60,670.84,710.89,777.54,852.84
" "," ","Celbridge, Kildare",1127.93,1024.70,924.15,890.13,883.28,908.53,964.98,1035.58,1139.23,1185.14,1245.95
" "," ","Clane, Kildare",999.12,884.09,766.79,737.83,742.21,796.87,859.28,931.69,1023.44,1078.03,1133.95
" "," ","Kilcock, Kildare",993.06,897.21,803.10,772.28,766.26,775.52,827.38,898.06,974.96,1039.39,1108.41
" "," ","Kilcullen, Kildare",917.57,855.50,781.41,720.39,710.79,710.21,760.90,840.89,912.38,969.39,1023.90
" "," ","Kill, Kildare",1086.18,965.56,838.65,803.25,835.53,859.46,891.79,974.10,1065.60,1111.14,1190.77
" "," ","Leixlip, Kildare",1144.31,1052.00,943.45,918.91,913.52,924.54,1031.09,1145.84,1199.40,1253.21,1307.77
" "," ","Maynooth, Kildare",1154.92,1073.25,959.83,910.14,909.09,942.59,1039.62,1131.85,1229.33,1311.31,1360.39
" "," ","Monasterevin, Kildare",767.87,739.02,663.56,636.89,619.39,611.48,658.28,714.13,775.15,850.76,910.88
" "," ","Naas, Kildare",1061.93,952.38,845.21,806.23,800.91,817.03,888.46,978.82,1063.06,1137.24,1198.88
" "," ","Newbridge, Kildare",972.53,894.94,800.41,752.71,740.71,740.96,764.83,832.73,911.46,968.90,1009.55
" "," ","Rathangan, Kildare",811.09,754.41,683.71,657.62,650.03,625.95,653.70,704.28,799.87,861.15,883.32
" "," ","Sallins, Kildare",1013.66,902.53,788.41,764.26,761.50,793.76,844.40,931.44,1015.70,1094.18,1145.10
" "," ","Kilkenny",776.46,716.50,644.92,604.56,601.71,600.29,612.69,647.54,700.16,741.45,799.57
" "," ","Kilkenny City",780.00,717.01,631.72,612.71,603.97,600.23,622.57,657.71,723.75,774.40,818.76
" "," ","Callan, Kilkenny",858.51,777.07,691.08,635.94,605.14,596.12,588.26,616.85,659.85,695.59,783.87
" "," ","Castlecomer, Kilkenny",789.04,757.29,705.23,672.71,648.62,631.79,664.19,694.78,732.37,774.38,839.29
" "," ","Freshford, Kilkenny",791.01,735.26,641.16,589.40,613.60,625.06,619.96,660.16,723.83,739.66,789.48
" "," ","Kells, Kilkenny",874.76,856.17,782.72,690.44,686.97,702.34,696.78,754.27,801.00,834.53,908.96
" "," ","Thomastown, Kilkenny",801.84,667.60,609.79,597.35,617.71,625.72,648.02,672.63,664.54,716.12,909.59
" "," ","Laois",718.09,653.14,569.71,532.39,526.95,522.31,541.48,586.44,647.92,701.75,758.84
" "," ","Mountmellick, Laois",649.95,569.04,527.59,475.47,458.22,501.50,510.53,521.44,584.54,625.26,666.27
" "," ","Mountrath, Laois",664.09,656.66,568.06,501.10,563.77,520.09,512.35,561.65,614.07,662.14,705.09
" "," ","Portarlington, Laois",755.88,668.07,548.07,515.84,500.51,477.97,487.28,547.75,637.07,674.26,713.48
" "," ","Portlaoise, Laois",719.25,654.88,576.98,539.26,535.97,534.35,559.90,605.37,665.34,731.28,793.87
" "," ","Leitrim",552.46,506.75,451.79,425.69,405.84,410.51,419.85,437.35,459.98,486.17,516.34
" "," ","Carrick-On-Shannon, Leitrim",576.70,526.13,448.35,426.29,405.95,422.63,433.35,450.78,488.89,529.22,553.79
" "," ","Manorhamilton, Leitrim",510.70,444.70,434.67,416.54,402.85,416.07,416.48,437.91,419.25,413.07,469.82
" "," ","Limerick",796.94,741.01,645.42,639.44,656.23,621.12,628.28,661.78,719.20,792.60,880.42
" "," ","Limerick City",805.70,705.09,641.28,633.65,618.04,613.79,630.62,669.02,730.76,799.75,894.26
" "," ","Abbeyfeale, Limerick",915.46,755.45,662.90,480.59,569.94,535.34,442.78,447.64,498.89,521.70,507.72
" "," ","Annacotty, Limerick",928.01,873.27,782.71,758.22,767.34,790.45,809.70,841.17,893.47,988.70,1089.33
" "," ","Castleconnell, Limerick",989.21,957.39,730.95,721.53,734.50,704.65,721.08,747.13,800.15,872.78,968.95
" "," ","Castletroy, Limerick",958.84,1013.81,718.35,724.38,944.32,748.57,708.40,748.92,810.02,969.01,1154.16
" "," ","Corbally, Limerick",789.45,737.83,599.89,594.20,578.82,570.22,576.14,610.35,639.26,744.07,826.20
" "," ","Dock Road, Limerick",667.14,599.16,524.65,480.09,460.37,457.10,478.60,511.07,573.84,644.15,726.90
" "," ","Dooradoyle, Limerick",839.12,773.70,704.53,689.25,675.81,670.88,694.75,738.39,802.22,873.66,958.23
" "," ","Glen, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kilmallock, Limerick",615.59,595.03,553.20,543.53,543.98,519.07,500.22,524.94,541.66,590.62,607.15
" "," ","Newcastle West, Limerick",601.78,553.59,541.31,525.56,494.98,497.12,506.26,514.51,542.48,591.04,675.03
" "," ","Old Cratloe Road, Limerick",647.70,695.77,596.14,738.62,653.13,693.39,748.10,719.59,730.59,773.53,772.12
" "," ","Raheen, Limerick",827.84,745.82,681.56,677.82,670.62,663.46,677.98,725.76,790.10,865.98,979.28
" "," ","Longford",564.23,525.20,470.88,436.85,423.70,412.51,413.94,433.73,468.39,510.10,554.54
" "," ","Longford Town",543.03,510.31,435.20,415.47,406.25,398.73,410.50,430.13,475.04,523.48,565.47
" "," ","Ballymahon, Longford",547.66,514.21,475.82,431.23,409.29,385.38,395.04,426.94,466.01,509.04,571.28
" "," ","Edgeworthstown, Longford",557.65,511.09,436.69,410.85,394.07,401.62,406.10,421.73,454.38,484.01,521.62
" "," ","Newtownforbes, Longford",496.01,471.34,428.19,398.09,445.32,431.42,382.76,403.82,433.95,495.98,543.92
" "," ","Louth",849.08,765.40,678.85,644.40,637.06,636.35,655.65,702.13,773.59,866.72,947.84
" "," ","Ardee, Louth",865.62,740.72,658.16,614.85,636.27,629.60,636.01,650.27,693.35,757.62,868.15
" "," ","Drogheda, Louth",885.01,791.73,689.39,655.81,648.77,649.58,671.76,728.22,816.91,928.63,1000.32
" "," ","Dundalk, Louth",764.83,716.81,661.09,629.46,620.71,616.59,636.13,679.52,738.08,811.84,900.75
" "," ","Louth Town",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Mayo",655.25,631.97,589.92,557.45,536.12,519.96,522.79,530.67,548.23,571.23,602.95
" "," ","Ballina, Mayo",631.21,618.60,594.59,572.79,564.03,549.21,535.29,544.29,556.88,558.73,578.72
" "," ","Ballinrobe, Mayo",682.10,636.87,556.35,487.94,481.62,492.14,514.10,495.98,491.95,499.13,524.51
" "," ","Ballyhaunis, Mayo",617.83,567.63,515.22,486.70,462.60,437.76,453.67,453.26,468.78,473.23,471.98
" "," ","Belmullet, Mayo",760.35,740.09,672.13,624.56,598.29,569.16,570.77,540.27,527.64,532.89,532.88
" "," ","Castlebar, Mayo",665.09,646.39,592.21,555.78,533.17,522.16,525.62,534.00,557.09,588.62,633.78
" "," ","Charlestown, Mayo",527.07,504.91,482.89,466.79,433.01,399.70,394.04,437.64,500.73,518.59,501.38
" "," ","Claremorris, Mayo",610.35,580.38,540.40,526.04,499.10,471.32,476.63,485.07,508.94,536.09,575.58
" "," ","Foxford, Mayo",677.20,579.69,531.96,501.73,517.92,478.23,467.07,494.14,511.64,544.81,555.69
" "," ","Swinford, Mayo",525.95,528.83,470.47,450.44,429.85,424.73,420.70,427.42,433.70,477.29,503.50
" "," ","Westport, Mayo",729.03,712.60,672.37,640.33,618.94,601.58,608.40,636.31,659.78,694.04,743.03
" "," ","Meath",907.46,823.14,727.15,693.03,683.28,688.38,723.21,799.21,884.69,976.64,1050.06
" "," ","Ashbourne, Meath",1089.49,965.94,838.41,801.40,811.16,820.87,877.21,972.90,1083.55,1158.93,1248.58
" "," ","Athboy, Meath",734.56,688.47,599.81,559.26,551.04,556.19,583.76,633.09,682.90,750.34,826.19
" "," ","Bettystown, Meath",948.15,843.25,750.62,695.40,682.14,697.39,724.90,814.62,911.23,1012.19,1068.09
" "," ","Clonee, Meath",1119.72,1037.03,938.04,881.62,842.08,886.72,938.65,998.34,1106.31,1252.14,1316.10
" "," ","Drogheda, Meath",1037.85,908.98,791.56,750.15,738.53,749.29,783.89,854.46,937.85,1093.12,1173.79
" "," ","Duleek, Meath",927.75,799.12,704.13,709.62,724.21,733.98,697.73,766.04,881.76,949.48,1032.92
" "," ","Dunboyne, Meath",1125.65,1037.37,932.84,881.31,891.17,912.37,974.33,1127.47,1228.58,1303.01,1405.54
" "," ","Dunshaughlin, Meath",934.60,846.14,768.26,749.13,739.52,740.84,786.21,884.52,888.19,989.52,1061.35
" "," ","Enfield, Meath",838.45,854.57,716.09,684.37,675.31,708.38,761.16,842.66,962.41,1069.42,1148.84
" "," ","Kells, Meath",809.15,721.89,624.42,602.16,571.37,558.75,568.33,624.90,695.53,754.71,794.21
" "," ","Laytown, Meath",910.65,829.16,712.37,684.60,669.65,676.94,710.77,780.71,916.09,986.52,1056.48
" "," ","Navan, Meath",828.83,753.65,669.38,637.79,616.78,618.98,656.27,727.44,816.87,902.71,990.15
" "," ","Ratoath, Meath",1093.65,981.97,857.84,835.57,841.44,872.47,933.02,1018.96,1131.89,1236.68,1344.75
" "," ","Stamullen, Meath",1049.43,911.97,784.16,714.29,719.04,761.17,777.54,815.19,956.00,1071.02,1130.68
" "," ","Trim, Meath",818.73,769.53,695.76,666.14,660.23,654.22,675.84,715.84,775.37,932.01,1023.90
" "," ","Monaghan",635.33,582.47,528.57,512.29,512.95,503.76,504.34,515.21,541.91,579.56,615.63
" "," ","Ballybay, Monaghan",532.01,489.34,470.72,446.62,418.20,390.07,390.70,405.95,435.70,481.20,522.29
" "," ","Carrickmacross, Monaghan",637.72,592.02,571.31,556.03,536.48,524.19,534.97,547.22,565.21,616.81,685.76
